state_abbr,Location,depression,temprature
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,High
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,Low,High
USA,USA,Low,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
USA,USA,Low,Low
USA,USA,High,Low
USA,USA,Low,High
USA,USA,High,Low
USA,USA,High,High
USA,USA,High,High
USA,USA,High,High
